A Cave | Dungeon | 0x018B0191 [50 -10 0] -0.003491 0 0 -0.999994
Swamp Gardens | Dungeon | 0x028F013C [10 -20 0] 1 0 0 0
Swamp Ruin | Dungeon | 0x01C50138 [39.87 -3.15 -5.99] 0.010516 0 0 -0.999945
Swamp Ruin Portal | Dungeon | 0x01FB0206 [92 -20 0] 0.707107 0 0 -0.707107
Swamp Temple | Dungeon | 0x019C02A7 [100 -40 0] 0.731687 0 0 -0.681641
Swamp Temple | Dungeon | 0x01A2045D [70 -70 0] -0.99875 0 0 -0.049983
Swamp Temple Place Portal | Dungeon | 0xB661003D [183.624 116.438 22.005] -0.707588 0 0 -0.706625
Sweet Maple Cottages Portal | Dungeon | 0x53E40024 [98.089 83.994 27.658] 0.987255 0 0 -0.159149
Swirling Portal | Dungeon | 0x595201F3 [30.2812 -140.198 0.005] 1 0 0 0
Syliph Tower | Dungeon | 0x01D501C0 [39.093 -13.057 66] -0.219003 0 0 -0.975724
Sylsfear Dungeon Portal | Dungeon | 0x01D70277 [59.8 -136.9 0] -0.466386 0 0 -0.884581
Sylvan Dwellings | Dungeon | 0x536801D9 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Syrah Dwellings Portal | Dungeon | 0x80000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Tainted Grotto | Dungeon | 0x634C03D3 [43.3208 -109.827 6.005] 1 0 0 0
Taklihuan Settlement Portal | Dungeon | 0xB04F0021 [114.501 18.768 5.525] -0.98546 0 0 -0.169909
Tanada House of Breath | Dungeon | 0x007B0165 [230 -200 0.005] 1 0 0 0
Tanada House of Earth | Dungeon | 0x005701AD [440 -200 0.005] 1 0 0 0
Tanada House of Metal | Dungeon | 0x0057011D [40 -200 0.005] 1 0 0 0
Tanada House of Pancakes | Dungeon | 0x005F0243 [53.1723 -153.388 0.005] -0.929855 0 0 -0.367927
Tanada House of Stone | Dungeon | 0x00570165 [230 -200 0.005] 1 0 0 0
Tanada House of Storms | Dungeon | 0x007B011D [40 -200 0.005] 1 0 0 0
Tanada House of Water | Dungeon | 0x009E0218 [110 -380 0.005] 1 0 0 0
Tanada House of Wind | Dungeon | 0x007B01AD [440 -200 0.005] 1 0 0 0
Tanada Temple of Black Water | Dungeon | 0x00CD0159 [70 -240 -17.995] 1 0 0 0
Tanada Toresen Temple | Dungeon | 0x6757027B [170 -170 0.01] 1 0 0 0
Tanshi Portal | Dungeon | 0xD346001A [92.574 29.647 40.005] -0.995062 0 0 -0.099259
Taralla Portal | Dungeon | 0xACA6002D [140.041 100.202 151.655] -0.745453 0 0 -0.666558
Tarn Vinara Villas Portal | Dungeon | 0x5FA2002E [132.363 125.788 42.005] -0.60201 0 0 -0.798488
Tattered Ridge Portal | Dungeon | 0xB634003C [179.744 81.92 176.941] -0.655743 0 0 -0.754985
Temple | Dungeon | 0x57560161 [95.0624 -112.097 0.01] 1 0 0 0
Temple Door | Dungeon | 0x00DE01E5 [109.325 -79.1551 6.005] 0.376285 0 0 -0.926504
Temple East Wing | Dungeon | 0x00450415 [232 -420 0.005] 0.707107 0 0 -0.707107
Temple Entrance | Dungeon | 0x00EF0236 [52.8618 -110 -23.995] 0.707107 0 0 -0.707107
Temple Exit | Dungeon | 0x3EF6000C [42.8883 90.7798 124.431] 0.95491 0 0 0.296895
Temple Exit | Dungeon | 0xBED70024 [105.355 80.4664 297.888] 0.270277 0 0 -0.962783
Temple North Wing | Dungeon | 0x00450322 [60 -278 0.004999] 1 0 0 0
Temple of Enlightenment | Dungeon | 0x5D47017F [50 -120 18.005] 0.92388 0 0 -0.382684
Temple of Forgetfulness | Dungeon | 0x5D48017F [50 -120 18.005] 0.92388 0 0 -0.382684
Temple of N'cthail | Dungeon | 0xC3E30019 [83.9943 8.87318 5.005] 1 0 0 0
Temple of the Black Spear | Dungeon | 0x004F0343 [79.9201 -34.2535 0.005] 0 0 0 -1
Temple of the Font | Dungeon | 0x596B012C [9.95987 -130.005 6.005] 1 0 0 0
Temple of the Stirring Shadow | Dungeon | 0x004502C2 [40 -420 0.006] 0.707107 0 0 -0.707107
Temple of the Three | Dungeon | 0x00E50734 [70 -300 0.005] 1 0 0 0
Temple of the Three, Ritual Chambers | Dungeon | 0x00E401DE [30 -100 0.005] 1 0 0 0
Temple of Tthuun | Dungeon | 0x00DF02B9 [119.766 -90.3525 -5.995] 1 0 0 0
Temple of Xik Minru | Dungeon | 0x00F00143 [20 -140 0.005] 1 0 0 0
Temple South Wing | Dungeon | 0x0045032A [60 -572 0.005] 0 0 0 -1
TEMPORARY PORTAL | Dungeon | 0x010C01DB [80 -70 0] 1 0 0 0
Tenkarrdun Foundry Portal | Dungeon | 0x0116042F [71.28 -114 -5.995] 0.084548 0 0 -0.996419
Testing Grounds | Dungeon | 0x594F031E [219.952 -120.129 0.005] 0.004711 0 0 0.999989
Tharesun Portal | Dungeon | 0x86F1000D [40.048 119.049 73.093] 0.771946 0 0 -0.635688
Thasali | Dungeon | 0x01C40119 [30 -110 0] 0.714424 0 0 -0.699713
Thasali Cottages Portal | Dungeon | 0x995B0034 [149.056 79.131 20.005] -0.744341 0 0 -0.6678
The Asteliary | Dungeon | 0x03A40131 [30 -10 -6] 0 0 0 -1
The Callous Heart High Grounds | Dungeon | 0x545D024F [80 -40 6] 1 0 0 0
The Callous Heart Left Wing | Dungeon | 0x545D025A [140 -290 6.94506] 1 0 0 0
The Callous Heart Right Wing | Dungeon | 0x545D024D [69.9847 -310 6.45622] 1 0 0 0
The Colosseum | Dungeon | 0x00AF0118 [40 -13.1651 0.005] 1 0 0 0
The Dark Lair | Dungeon | 0x0283015A [10.2 -3.8 0] 0 0 0 -1
The Dark Lair | Dungeon | 0x29B60039 [175.873 22.9 20.6012] 1 0 0 0
The Dark Spiral | Dungeon | 0x00CF055F [68.4116 -97.5995 0.005] 0.370633 0 0 0.928779
The Envoy's Chamber | Dungeon | 0x029A01F1 [170 -220 0] 1 0 0 0
The Fazenda Caves | Dungeon | 0x003402A2 [120 -240 0.005] 0.999687 0 0 -0.024997
The Floating City | Dungeon | 0x02CB011F [10 -10 0] 0.707107 0 0 -0.707107
The Floating City | Dungeon | 0x02CC010A [40 -40 0] 1 0 0 0
The Floating City | Dungeon | 0x02CD014F [70 -100 -24] 0.953717 0 0 -0.300706
The Floating City | Dungeon | 0x02CD0232 [10 -30 6] 1 0 0 0
The Floating City | Dungeon | 0x02CE0140 [10 -10 0] 0.707107 0 0 -0.707107
The Floating City | Dungeon | 0x02CF019D [30 -70 18] 1 0 0 0
The Floating City | Dungeon | 0x02D00118 [0 -60 0] 1 0 0 0
The Floating City | Dungeon | 0x02D10125 [80 -20 -24] -0.707107 0 0 -0.707107
The Floating City | Dungeon | 0x02D101EE [60 -60 0] 1 0 0 0
The Floating City | Dungeon | 0x02D101FB [100 -50 0] -0.707107 0 0 -0.707107
The Floating City | Dungeon | 0x02D10212 [40 -22.2 6] 0 0 0 -1
The Lee Side of The Mountain | Dungeon | 0xD53F0019 [85.521 13.554 296.515] -0.981551 0 0 -0.191203
The Marketplace of Dereth | Dungeon | 0x016C01BC [49.206 -31.935 0.005] 0.707107 0 0 -0.707107
The Old Keep | Dungeon | 0xD53E0009 [27.146 17.452 342.914] 0.118595 0 0 -0.992943
The Orphanage | Dungeon | 0x65480290 [90 -80 0.5] 1 0 0 0
The Path to More Recent Times | Dungeon | 0x00A301EF [360 -130.015 -11.9144] 1 0 0 0
The Pit Dungeon Portal | Dungeon | 0x01A302F3 [39.685 -20.631 0] -0.002452 0 0 -0.999997
The Shadows | Dungeon | 0x7E020325 [81.3159 -193.399 84.005] 1 0 0 0
The Underground City | Town | 0x01E901C2 [152.333 -2.372 -12] -0.929307 0 0 -0.369309
Thief Trail | Dungeon | 0x01BB0155 [60.26 -10.54 0] 0.047542 0 0 -0.998869
Thieves' Den | Dungeon | 0x01E10272 [88.46 -69.724 0] 0.704888 0 0 -0.709319
Thieves' Galleries Portal | Dungeon | 0x0149017B [70 -30 0] 0 0 0 -1
Thistledown Festival Stone Portal | Dungeon | 0xB5A20040 [188.3 176.4 44] -0.999048 0 0 -0.043619
Throne of the Tusker King | Dungeon | 0x5F4401A7 [230.034 -136.066 0.005] 1 0 0 0
Thrungal Den | Dungeon | 0x006502BA [119.957 -10.747 0.005] -0.004204 0 0 -0.999991
Thrungus Hole | Dungeon | 0x002902E7 [264.295 -126.941 0.005] 0.883507 0 0 -0.468418
Thyrinn Cant Cottages Portal | Dungeon | 0x65E50024 [107.129 86.636 58.346] 1 0 0 0
Tia-Leh Homestead Portal | Dungeon | 0x5BA2001B [87.68 65.841 54.571] -0.908227 0 0 -0.418477
Timaru | POI | 0x1DB60016 [71.3873 134.291 90.005] 0.707107 0 0 -0.707107
Tinkelo Hold Villas Portal | Dungeon | 0xAC950021 [110.167 21.021 81.05] -0.515173 0 0 -0.857086
Tiny Hive Portal | Dungeon | 0x028902A5 [110 -20 -30] 0 0 0 -1
Tiofor Deeps Portal | Dungeon | 0x78B20023 [111.668 63.769 89.302] 0.565673 0 0 -0.82463
To Top of Mt. Syliph | Dungeon | 0x8D8E0037 [159 165.7 224] 0 0 0 -1
Tomb of The Dead | Dungeon | 0x01F301C6 [130 -90 0] -0.707107 0 0 -0.707107
Top of Mt. Zabool | Dungeon | 0x9699002F [122.9 164.5 224] 0.587785 0 0 -0.809017
Top of Zabool Tower | Dungeon | 0x01D301BA [3.68 -9 120] -0.924745 0 0 -0.380586
Tou-Tou | Town | 0xF5590034 [152.59 80.8 20.005] 0.92388 0 0 -0.382683
Tou-Tou Meeting Hall Portal | Dungeon | 0x01300126 [30 -60 6] 1 0 0 0
Tou-Tou Penninsula Cottages Portal | Dungeon | 0xF24F0024 [117.184 90.747 20.005] -0.049739 0 0 -0.998762
Tou-Tou Road Villas Portal | Dungeon | 0xF14A0006 [18.02 130.269 30.798] 0.280868 0 0 -0.959747
Tower Base Dungeon | Dungeon | 0x56470103 [68.5845 -89.9727 0.005] 1 0 0 0
Tower of the Madman | Dungeon | 0xCB3D002A [136.6 26 195] 1 0 0 0
Town Network | POI | 0x00070143 [70 -60 0.005] 0 0 0 -1
Town of Dryreach | Dungeon | 0xDB75003B [186 65 36] -0.75184 0 0 -0.659346
Trap Floor Portal | Dungeon | 0xB36F0024 [104.952 84.8904 21.1463] 1 0 0 0
Trap Floor Walk Extreme | Dungeon | 0x5A4401DB [110.655 -139.78 0.005] 1 0 0 0
Trap Floor Walk High | Dungeon | 0x594401DB [110.655 -139.78 0.005] 1 0 0 0
Trap Floor Walk Low | Dungeon | 0x574401DB [110.655 -139.78 0.005] 1 0 0 0
Trap Floor Walk Mid | Dungeon | 0x584401DB [110.655 -139.78 0.005] 1 0 0 0
Treacherous Tunnels Portal | Dungeon | 0x02C50102 [110 -60 -54] 0.707107 0 0 -0.707107
Treacherous Tunnels Portal | Dungeon | 0x02C502CC [161.5 -86.8 0] 0 0 0 -1
Tree Portal | Dungeon | 0x2B120019 [89.8 6.2 73] -0.92388 0 0 -0.382684
Trellyn Gardens Portal | Dungeon | 0x84000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Treyval Veranda | Dungeon | 0x536901D9 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Tri-Ridge Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
Trial Entrance | Dungeon | 0x0160027D [81.0292 -51.8934 0.005] 1 0 0 0
Trial Entrance | Dungeon | 0x016002A5 [80 -160 0.005] 1 0 0 0
Trial Entrance | Dungeon | 0x01600304 [114.656 -37.9506 0.005] 1 0 0 0
Trial Entrance | Dungeon | 0x01600313 [140 -90 0.005] 1 0 0 0
Trial of the Arm | Dungeon | 0x009F01D3 [60 -330 -17.995] 0.707107 0 0 -0.707107
Trial of the Deep | Dungeon | 0x00A90122 [0 -50 0.005] 1 0 0 0
Trial of the Mind | Dungeon | 0x009F017E [80 -270 -35.995] 0.707107 0 0 -0.707107
Trial of the Vagabond | Dungeon | 0x5F45010E [0 -180 0] 1 0 0 0
Trial of the Vagabond | Dungeon | 0x5F45010F [30 -180 0] 1 0 0 0
Trial of the Vagabond | Dungeon | 0x5F450118 [60 -180 0] 1 0 0 0
Trial of the Vagabond | Dungeon | 0x5F450135 [90 -180 0] 1 0 0 0
Trial of the Vagabond | Dungeon | 0x5F450138 [120 -180 0] 1 0 0 0
Trial of the Vagabond | Dungeon | 0x5F450139 [150 -180 0] 1 0 0 0
Trialos | Dungeon | 0x01C30105 [11.3 -72.92 0] 0.820352 0 0 -0.57186
Trials Graduation Portal | Dungeon | 0x009F010B [100 -38.0138 -53.995] 1 0 0 0
Trials of the Arm, Mind and Heart | Dungeon | 0x009F0216 [70 -247.588 -5.995] 1 0 0 0
Triumphal Gardens Portal | Dungeon | 0x98000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Trophy Room | Dungeon | 0x00740549 [199.324 -139.447 0.005] -0.923879 0 0 -0.382684
Trophy Room | Dungeon | 0x0075047C [180 -164.108 0.005] 1 0 0 0
Trophy Room | Dungeon | 0x00760488 [180 -120 0.005] 0 0 0 -1
Trothyr Hollow Portal | Dungeon | 0x87000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Trothyr's Rest | Dungeon | 0x01FD02B5 [88.76 -59.916 12] 0.730818 0 0 -0.682573
Trothyr's Rest | Dungeon | 0xBE900034 [149.845 75.6516 24.005] 1 0 0 0
Tufa | Town | 0x876C0008 [2 186.9 18] -0.707107 0 0 -0.707107
Tufa Meeting Hall Portal | Dungeon | 0x01310126 [30 -60 6] 1 0 0 0
Tufa Portal | Dungeon | 0x876C0008 [2 186.9 18] -0.707107 0 0 -0.707107
Tumerok Base | Dungeon | 0x01A1016E [120 -10 30] 0.020794 0 0 -0.999784
Tumerok Camps | Dungeon | 0xDA75002B [137.727 62.094 18.005] 1 0 0 0
Tumerok Cave | Dungeon | 0x028602BF [40 -50 0] 0 0 0 -1
Tumerok Cave | Dungeon | 0x02A50296 [60 -680 6] 0.707107 0 0 -0.707107
Tumerok Cavern | Dungeon | 0x02920219 [34.4 -27.7 0] -0.444635 0 0 -0.895712
Tumerok Caverns | Dungeon | 0x02A50296 [60 -680 6] 0.707107 0 0 -0.707107
Tumerok Chamber | Dungeon | 0x01BC011D [53.19 -33.33 0] -0.002452 0 0 -0.999997
Tumerok Dungeon | Dungeon | 0x01A0013A [40.219 -50.724 0] 0.021509 0 0 -0.999769
Tumerok Fortress Portal | Dungeon | 0x01BE01C2 [69.6 -66.9 -6] 0.04803 0 0 -0.998846
Tumerok Lair Portal | Dungeon | 0x01FB0206 [92 -20 0] 0.707107 0 0 -0.707107
Tumerok Mine | Dungeon | 0x01C10234 [56.2 -130.46 6] -0.708882 0 0 -0.705328
Tumerok Outpost | Dungeon | 0x01BF01A3 [37.45 -57.21 0] -0.640914 0 0 -0.767613
Tumerok Post | Dungeon | 0x019F0133 [10 -10 0] -0.702712 0 0 -0.711474
Tumideon Fortress Portal | Dungeon | 0x02C70198 [60 -390 0] 1 0 0 0
Tunnel of Love | Dungeon | 0x00320104 [68.0962 -1.76758 0.005] 0.019859 0 0 -0.999803
Tunnels | Dungeon | 0x0180019E [40 -260 0.005] 1 0 0 0
Tunnels to the Harbinger | Dungeon | 0x64460240 [49.914 -66.38 0.005] 1 0 0 0
Tunnels to the Harbinger | Dungeon | 0x64470240 [49.914 -66.38 0.005] 1 0 0 0
Tusker Abode | Dungeon | 0x5C450384 [325.98 -99.5934 0.005] 1 0 0 0
Tusker Abode | Dungeon | 0xF67B000C [26.259 84.692 -0.095] 1 0 0 0
Tusker Armory | Dungeon | 0x594801AB [40 -170 0.005] 1 0 0 0
Tusker Assault | Dungeon | 0x584902C8 [100 -90 0.005] 1 0 0 0
Tusker Barracks | Dungeon | 0x5A4801B5 [40 -170 0.005] 1 0 0 0
Tusker Barracks | Dungeon | 0xF07E0040 [171.613 188.834 10.9496] 1 0 0 0
Tusker Burrow | Dungeon | 0x57480210 [148.378 -2.8159 0.005] 1 0 0 0
Tusker Burrow | Dungeon | 0xF9810038 [155.573 188.208 13.0406] 1 0 0 0
Tusker Cave | Dungeon | 0x5B460100 [70.0456 -94.1599 -41.995] 1 0 0 0
Tusker Cave | Dungeon | 0xF97F0008 [18.4629 180.623 17.1861] 1 0 0 0
Tusker Cavern | Dungeon | 0x5C430272 [90.2216 -136.362 12.005] 1 0 0 0
Tusker Cavern | Dungeon | 0xF8800027 [97.682 147.319 12.005] 1 0 0 0
Tusker Den | Dungeon | 0x586F029B [260 -170 0.006] 1 0 0 0
Tusker Encampments | Dungeon | 0x5C440159 [139.949 -86.2076 0.005] 1 0 0 0
Tusker Food Storage | Dungeon | 0x5E440367 [110.288 -147.132 0.005] 1 0 0 0
Tusker Freehold | Dungeon | 0x58480128 [77.9671 -28.5539 0.005] 1 0 0 0
Tusker Gauntlet | Dungeon | 0x5C4601C1 [40.088 -126.196 0.005] 1 0 0 0
Tusker Grotto | Dungeon | 0x5C470183 [7.22157 -179.778 0.005] 1 0 0 0
Tusker Habitat | Dungeon | 0x5B470177 [46.8239 -6.53167 0.005] 1 0 0 0
Tusker Habitat | Dungeon | 0xF77E0017 [57.8188 165.736 18.0187] 1 0 0 0
Tusker Holding | Dungeon | 0x5B480384 [325.98 -99.5934 0.005] 1 0 0 0
Tusker Honeycombs | Dungeon | 0x5A49029F [234.407 0.122795 0.005] 0.642788 0 0 -0.766044
Tusker Lacuna | Dungeon | 0x5949029E [90.2216 -136.362 12.005] 1 0 0 0
Tusker Lodge | Dungeon | 0x57490102 [50 -150 0.005] 1 0 0 0
Tusker Lodge | Dungeon | 0xF97F003E [187.876 122.937 46.1508] 1 0 0 0
Tusker Notch Portal | Dungeon | 0x84AC0024 [108.657 89.048 104.115] -0.538823 0 0 -0.842419
Tusker Pits | Dungeon | 0x5A4A0275 [83.3614 -140.061 0.005] 1 0 0 0
Tusker Quarters | Dungeon | 0x5B4A0210 [148.551 -1.84039 0.005] 1 0 0 0
Tusker Quarters | Dungeon | 0xF67C003D [172.539 112.711 19.4264] 1 0 0 0
Tusker Retreat | Dungeon | 0x5C490138 [89.8429 -116.371 0.005] 1 0 0 0
Tusker Temple | Dungeon | 0x5C4A02F9 [160 -130 0.005] 1 0 0 0
Tusker Temple | Dungeon | 0x5D4302F9 [160 -130 0.005] 1 0 0 0
Tusker Temple | Dungeon | 0x5D4402F9 [160 -130 0.005] 1 0 0 0
Tusker Tunnels | Dungeon | 0x5D450231 [62.0466 -2.9796 0.005] 1 0 0 0
Tusker Warrior's Lair | Dungeon | 0x604304F5 [40 -63.1219 6.005] 1 0 0 0
Tutorial Revenge | Dungeon | 0x01A80156 [40 -10 0] 0.004206 0 0 -0.999991
Twisted Refuge | Dungeon | 0x576F01B1 [40 -40 -5.99] 1 0 0 0
Two Hills Cottages Portal | Dungeon | 0x56B0002C [127.562 94.061 76.87] -0.320448 0 0 -0.947266
Tyrrin Cottages Portal | Dungeon | 0x5AB40024 [98.468 95.268 60.105] 0.062468 0 0 -0.998047
Ulgrim's Island Portal | Dungeon | 0x73080018 [71.1 179 12] -0.870785 0 0 -0.491664
Umbral Hall | Dungeon | 0x0179010D [100 -100 0.005] 1 0 0 0
Undead Temple | Dungeon | 0x03A502E2 [270 -110 0.005] 0.04578 0 0 -0.998952
Under Drudge Fort | Dungeon | 0x00EE03A4 [160 -150 0.005] 1 0 0 0
Under-Cove Crypt | Dungeon | 0x01570147 [0 -20 0] 1 0 0 0
Underground City Portal | Dungeon | 0x01E901AD [120 -130 -11.995] -0.714424 0 0 -0.699713
Underground Forest Portal | Dungeon | 0x013C0201 [10 -40 6] 0.414693 0 0 -0.909961
Underground Passage | Dungeon | 0x01C20123 [80 -70 -24] 1 0 0 0
Underway | Dungeon | 0x017E019E [40 -260 0.005] 1 0 0 0
Undisclosed Location | Dungeon | 0xC0810017 [56.453 160.438 44.751] -0.224653 0 0 -0.974439
Unfinished Temple Portal | Dungeon | 0x015B016E [30 0 6] -0.707107 0 0 -0.707107
Unholy Mausoleum of Slaughter | Dungeon | 0x002801B2 [50 -40 -17.995] 1 0 0 0
Unicorn's Grace | Dungeon | 0x64490278 [109.641 -44.281 0.005] 0 0 0 -1
Unified Heart Villas Portal | Dungeon | 0x9390002C [123.574 79.763 30.005] -0.917119 0 0 -0.398613
Uninhabited Area Portal | Dungeon | 0x02D2011F [70 -120 0] 1 0 0 0
Unstable Portal | Dungeon | 0x01A80156 [40 -10 0] 0.004206 0 0 -0.999991
Up to Arcanum Lookout | Dungeon | 0x492D0017 [59.8273 156.007 29.5805] 1 0 0 0
Upper Chakron Flux Portal | Dungeon | 0x02AF0308 [40 0 0] 0.707107 0 0 -0.707107
Upper Corridor | Dungeon | 0x5E450102 [139.312 -129.679 -47.995] 1 0 0 0
Upper Corridor | Dungeon | 0x5E450105 [90.9366 -89.9171 -44.081] 1 0 0 0
Upper Corridor | Dungeon | 0x5E450144 [19.1377 -88.044 -29.995] 1 0 0 0
Upper Corridor | Dungeon | 0x5E450161 [58.9654 -28.8894 -23.995] 1 0 0 0
Upper Corridor | Dungeon | 0x5E450191 [40.2409 -160.895 -19.8457] 1 0 0 0
Upper Empyrean Acid Cistern | Dungeon | 0x526D0256 [40 -30 6] 0.707107 0 0 -0.707107
Upper Empyrean Fire Cistern | Dungeon | 0x526F0246 [40 -30 6] 0.707107 0 0 -0.707107
Upper Empyrean Ice Cistern | Dungeon | 0x52710257 [40 -30 6] 0.707107 0 0 -0.707107
Upper Empyrean Lightning Cistern | Dungeon | 0x52730276 [30 -40 6] 0.707107 0 0 -0.707107
Upper Empyrean Mausoleum Portal | Dungeon | 0x02AC02E4 [550.2 -138.1 0] -0.999981 0 0 -0.006109
Upper Heart of Darkness Portal | Dungeon | 0x02B20251 [190 -190 12] 0 0 0 -1
Upper Sanctum of Xik Minru | Dungeon | 0x00F0052C [79.9425 -110.048 48.005] -0.711364 0 0 0.702824
Upper Shade Stronghold | Dungeon | 0x02B10135 [130 -120 -24] -0.707107 0 0 -0.707107
Upper Shade Stronghold Portal | Dungeon | 0x02B10268 [70 -490 0] 1 0 0 0
Upper Tower | Dungeon | 0xA9530015 [52.329 102.54 112.542] 0.801645 0 0 -0.5978
Uziz | Town | 0xA260003C [182.919 87.934 20.005] -0.363463 0 0 -0.931609
Uziz Meeting Hall Portal | Dungeon | 0x01320126 [30 -60 6] 1 0 0 0
Uziz Portal | Dungeon | 0xA260003C [182.919 87.934 20.005] -0.363463 0 0 -0.931609
Valorya Gate Portal | Dungeon | 0x77000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Vault of Eternal Slumber | Dungeon | 0x004E055A [40 -440 0.005] 1 0 0 0
Venemous Nidus | Dungeon | 0x536E027C [90 -50 0] 1 0 0 0
Venerable Mausoleum | Dungeon | 0x577103E3 [170.022 -279.979 0.005] 1 0 0 0
Vengeance Caverns | Dungeon | 0x5D4601E1 [11.9721 -109.085 0.005] 1 0 0 0
Verdantine Festival Stone Portal | Dungeon | 0x937B0019 [75.3 3.4 60] 0.936672 0 0 -0.350207
Verena Portal | Dungeon | 0x61CA0026 [103.765 124.468 67.22] 0.547052 0 0 -0.837099
Vesayan Overlook Portal | Dungeon | 0xE02A003C [183.343 76.177 124.005] -0.313056 0 0 -0.949735
Vesayen Isles Portal | Dungeon | 0xE5240007 [11.9 153.5 -0.1] 0.707107 0 0 -0.707107
Vesper Gate Portal | Dungeon | 0x75000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Viamont Staging Area Portal | Dungeon | 0x00580398 [79.6204 -149.404 0.005] -0.999874 0 0 0.015848
Viamont Staging Area Portal | Dungeon | 0x00580398 [79.6204 -149.404 0.005] -0.999874 0 0 0.015848
Viamont Staging Area Portal | Dungeon | 0x00590398 [79.6204 -149.404 0.005] -0.999874 0 0 0.015848
Viamont Staging Area Portal | Dungeon | 0x00590398 [79.6204 -149.404 0.005] -0.999874 0 0 0.015848
Viamont Staging Area Portal | Dungeon | 0x005A0398 [79.6204 -149.404 0.005] -0.999874 0 0 0.015848
Viamontian Direlands Mine | Dungeon | 0x00480330 [45.8297 -174.208 0.005] -0.311598 0 0 -0.950214
Viamontian Esper Mine | Dungeon | 0x0048051A [235.545 -45.5886 0.005] -0.891571 0 0 -0.452882
Viamontian Garrison | Dungeon | 0x00020224 [90 -50 0.005] 1 0 0 0
Viamontian Laboratory | Dungeon | 0x00680186 [40 -150 0.005] 1 0 0 0
Viamontian Royal Prison | Dungeon | 0x001E029B [20 0 0.005] 0.707107 0 0 -0.707107
Viamontian Torture Chamber | Dungeon | 0x02EB022F [0 -20 0.005] 0.714421 0 0 -0.699716
Victory Residential Halls Portal | Dungeon | 0x56500140 [40 -70 0] 1 0 0 0
Vile Sanctuary | Dungeon | 0x001701CA [12.2668 -59.989 12.005] 0.7796 0 0 -0.626277
Vile-Smelling Refuse | Dungeon | 0x02780369 [150 -100 0.005] 1 0 0 0
Vile-Smelling Refuse | Dungeon | 0x0279037B [110 0 0.005] -0.707107 0 0 -0.707107
Vile-Smelling Refuse | Dungeon | 0x027A0325 [90 -10 0.005] 0.707107 0 0 -0.707107
Vile-Smelling Refuse | Dungeon | 0x027B030C [130 -130 0.005] -0.707107 0 0 -0.707107
Vile-Smelling Refuse | Dungeon | 0x0280041C [60 -90 0.005] 0.707107 0 0 -0.707107
Village Quan Portal | Dungeon | 0xCE680026 [100.839 130.128 59.693] 0.1646 0 0 -0.98636
Villalabar Portal | Dungeon | 0x96330027 [103.754 147.617 40.005] -0.195373 0 0 -0.980729
Vindalan Dwellings Portal | Dungeon | 0x7F000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Virindi Complex | Dungeon | 0x5B450314 [30 -20 3.62991] 1 0 0 0
Virindi Edifice | Dungeon | 0x5867026B [180 -160 0.005] 1 0 0 0
Virindi Fort Portal | Dungeon | 0x01400206 [50 -10 0] 0 0 0 -1
Virindi Habitat Portal | Dungeon | 0x02930210 [1.7 -87.7 -12] 0.998441 0 0 -0.055821
Virindi Research Facility | Dungeon | 0x56550318 [210 -270 0.005] 1 0 0 0
Vissidal Island | Dungeon | 0xC8E2002A [136 42 0.005] 0.707107 0 0 -0.707107
Vulture's Eye Villas Portal | Dungeon | 0xA06E0022 [114.578 27.556 26.005] -0.997863 0 0 -0.065342
Wai Jhou | Town | 0x3F310007 [23 149.6 -0.1] 0.979925 0 0 -0.199368
Walled Portals | Dungeon | 0x2264000D [36.3 96.9 120] 0.026177 0 0 -0.999657
Walled Portals | Dungeon | 0x22640012 [70.9 37.5 120] -0.978148 0 0 -0.207912
War Room | Dungeon | 0x0010035E [110.589 -191.144 0.005] 0.382683 0 0 -0.92388
Warehouse | Dungeon | 0x564D0233 [9.18582 -152.244 0.005] 1 0 0 0
Warehouse | Dungeon | 0x574A010F [40.1 -7 0] -0.022687 0 0 -0.999743
Warehouse | Dungeon | 0x574B010F [40.1 -7 0] -0.022687 0 0 -0.999743
Warehouse Annex Mine | Dungeon | 0x5648014B [0 -50 0.005] -0.707107 0 0 -0.707107
Warehouse Annex Mine | Dungeon | 0x574C03E2 [176.029 -310.063 12.005] 0 0 0 -1
Warmtide Festival Stone Portal | Dungeon | 0x79650033 [152.3 49.3 50] 0.983255 0 0 -0.182236
Wasp Temple Portal | Dungeon | 0x01FB0206 [92 -20 0] 0.707107 0 0 -0.707107
Wasteland Hive Portal | Dungeon | 0x0285010A [100 -70 -30] 0 0 0 -1
Wasteland Hive Portal | Dungeon | 0x028503E6 [100 -80 12.2] 1 0 0 0
Water Island Access | Dungeon | 0x1E090007 [1.93837 157.719 48.005] -0.648903 0 0 0.760872
Water Temple Portal | Dungeon | 0x0168012A [40 -20 0] 0.707107 0 0 -0.707107
